id	random	valence	sd	text
3385	1	0.20	1.03	Mais Marc négocia mieux sa sortie que son homonyme malinois pour rassurer ses partenaires.
3597	1	0.20	0.42	En effet, Pierre y résida dans la dernière partie de sa vie.
4290	1	0.20	0.42	Résultats des essais menés à Estoril où Jean est attendu demain sur une McLaren adaptée à ses dimensions.
4444	1	0.20	0.42	Jean était pourtant là, contre Beveren, après avoir remis les choses à leur place en début de semaine.
4767	1	0.20	0.42	C'est également jeudi que le directeur général du Fonds monétaire international (FMI), Tom , a entamé sa visite à Moscou.
5048	1	0.20	0.42	Les assertions de Luc sont, dit-il, basées sur quatre sources : trois témoignages et une série de documents.
7174	1	0.20	0.63	Pierre a défendu, hier soir devant le conseil communal de Charleroi, les moyens de la politique qu'il entend mener à l'aube de la nouvelle législature.
7390	1	0.20	1.48	Un dessin en page 14 montre un monument à l'écolier inconnu, où un professeur dont la moustache pourrait évoquer Luc tire l'oreille d'un gamin.
8087	1	0.20	0.42	Un trait de caractère que partageait bien Luc lui-même.
9007	1	0.20	0.92	Mardi, il fut l'auteur d'un pamphlet contre l'avocat général Jean , puis il s'exerca à l'art des caricaturistes à l'égard des autres acteurs judiciaires de ce procès.
9131	1	0.20	1.03	"Le 23 janvier 1994, poussé par la ""tempête Agusta"" qui avait acculé Luc à la démission, Jean entrait dans la cour des grands."
9468	1	0.20	0.79	"Luc a déjà exclu ""toute réforme constitutionnelle"" de l'Union, Jean a surtout insisté pour qu'on mette en oeuvre le traité de Maastricht avant de penser à aller plus loin."
9473	1	0.20	1.32	À Moscou, Luc déclare alors, dans un communiqué, que la tâche de l'armée russe en Tchétchénie est presque achevée:
9497	1	0.20	0.42	Avec son mètre nonante-sept, l'Everois Pierre frôle d'un cheveu le sommet du crâne du bourgmestre d'Ixelles .
10230	1	0.20	1.14	Jean , chaque fois qu'il contemple la disposition des élus de sa nouvelle assemblée locale, rit dans sa barbe et digère à son aise.
10628	1	0.20	0.63	Il n'empêche que votre grosse acquisition est belge et s'appelle Pierre .
1405	1	0.30	0.48	Le président de la Société générale Tom va prendre à titre intérimaire la direction d'Alcatel-Alsthom avec pour objectif de trouver un successeur définitif à Marc avant le 1er juillet prochain, a indiqué un administrateur d'Alcatel.
2269	1	0.30	0.48	Marc conduira la liste socialiste de la Chambre dans l'arrondissement de Huy-Waremme.
3308	1	0.30	0.48	La justice italienne reconnaît Max comme secrétaire-général du PPI
3452	1	0.30	0.48	L'étude de la Gimv, approuvée par le gouvernement flamand le 26 octobre 1994, proposait de transformer le réseau de télédistribution tel qu'il existe actuellement en Flandre et auquel 90 % des ménages sont abonnés, en un réseau à grande capacité interactif, a souligné Pierre , rappelant que la Gimv était chargée d'élaborer le plan financier pour cet été.
3471	1	0.30	0.48	Il est remplacé par Luc auquel Jean succède à la Communauté française.
4010	1	0.30	0.48	L'élu devrait entrer en fonction aux côtés de Max dès juillet 1995 pour préparer les saisons futures.
5581	1	0.30	0.48	Max participera samedi au Forum que le PRL consacre à l'enseignement.
6178	1	0.30	1.42	Lassé par deux années d'échecs, Marc a singulièrement modifié la composition de son équipe en la rajeunissant, mais en accordant, aussi, des vraies prérogatives de chef de file à Pierre .
6288	1	0.30	1.16	Même si Marc constitue un phénomène en tout point exceptionnel, c'est en fait son entourage qui fait la magie de Mapei-GB.
6299	1	0.30	1.16	Car, sans le trait de génie de Luc qui avait rappelé le petit Anversois parmi les Diables rouges à l'âge de 34 ans, le palmarès de la Belgique serait peut-être resté ce qu'il était, plutôt inconsistant.
6375	1	0.30	0.82	La présidence de Jean , homme jeune et démocrate, réjouit-elle Pierre ?
9277	1	0.30	0.48	"Pierre présente au sommet de Bruxelles son ""Livre blanc sur la croissance, l'emploi et la compétitivité""."
9431	1	0.30	0.48	Avant de tourner définitivement la page, Luc a clairement affiché ses convictions fédéralistes, à la veille de la conférence intergouvernementale des Quinze qui doit réaménager l'an prochain les institutions de l'Union.
9927	1	0.30	1.06	"Pierre , à la fin décembre, indiquait que le gouvernement tenterait de régler les ""problèmes pendants"" entre les Communautés, dont l'accord de coopération entre la Flandre et la Communauté française."
10202	1	0.30	0.82	Candidat au doublé après sa victoire en surclassement en 1994, Max s'est vu offrir pour premier adversaire l'Italien Gianluca Pozzi.
10492	1	0.30	0.82	"Tom est le dixième manager flamand, choisi par le magazine économique ""Trends""."
460	1	0.40	1.43	Après que Marc eut arrêté du stick le 4e p.c. de Pierre , Jean donnait en profondeur à Luc qui plaçait la balle à côté du gardien (1-2).
1183	1	0.40	0.70	Les yeux des observateurs se braquent souvent sur Tom qui pourrait, en attendant la désignation d'un successeur officiel à Marc , assumer cette parenthèse.
1566	1	0.40	0.52	Elle est déjà et exclusivement au centre de nos préoccupations, observe Max .
2030	1	0.40	0.52	Mardi soir, Marc jouait sur son terrain, à La Roche-sur-Yon, chef-lieu de sa Vendée natale.
3245	1	0.40	0.70	Et puis il y aura bien sûr les deux autres candidats déclarés à la succession de Max au palmarès de notre championnat inter.
3558	1	0.40	0.52	Le candidat de l'Union européenne s'installera à la direction générale de l'Organisation mondiale du commerce: mardi midi, les États-Unis ont rendu public leur appui à Pierre .
3775	1	0.40	1.07	Luc affirme avoir spontanément menti pour venir en aide à son ami en difficulté.
3830	1	0.40	0.52	En attendant, comme l'an dernier, Jean préparera le marathon de Rotterdam, le premier objectif important de sa saison, aux 10 miles de Charleroi, une épreuve organisée au départ du boulevard Tirou ce dimanche à 15 heures.
3840	1	0.40	0.70	Jean cédera bientôt ce symbole, à charge aux repreneurs de poursuivre avec, à leur disposition, les joueurs qui seront restés, l'école des jeunes et des installations qui devraient être celles de Naimette-Xhovémont.
4410	1	0.40	0.84	Marc , champion senior des moins de 60 kilos, avait rallié Prague plutôt qu'Etterbeek.
4527	1	0.40	0.84	Le vendredi d'Hortense au 140 se souviendra de Luc !
5894	1	0.40	0.70	Revenons parmi les hommes pour constater qu'il y a dans la vitrine du libraire, pléthore de livres consacrés à Luc .
6022	1	0.40	0.97	Jean , reporter du Washington Post, prix Pulitzer pour la couverture de la campagne de Tom , s'est entretenu avec 400 témoins pour cette chronique qu'il conclut à la déclaration de candidature.
6552	1	0.40	0.70	Tom et moi avons convenu que j'arrive en forme au moment des classiques ardennaises et que je continue, ensuite, sur ma lancée à la faveur des 4-Jours de Dunkerque et du DuPont Tour.
7606	1	0.40	0.84	Tom propose, par conséquent, d'autoriser, de manière limitée, l'exploitation de certains jeux à des institutions dont la structure financière et l'honorabilité seraient établies.
7750	1	0.40	0.97	"Je ne pense qu'à la gouvernabilité de l'Espagne, affirme l'""honorable"" Tom , qui, depuis quinze ans, est à la tête de l'Exécutif catalan, et dont le parti ""Convergence et Union"" (CIU), de centre-droite, garantit aujourd'hui la survie du gouvernement minoritaire de Marc ."
8125	1	0.40	0.70	C'est dans cet esprit-là d'ailleurs que le ministre Pierre vient d'effectuer un voyage-éclair en Afrique du Sud où il a rencontré Jean .
9476	1	0.40	0.70	Tom a présidé le Parti travailliste et aurait pu, lui aussi, présider au destin politique de son pays.
10898	1	0.40	0.70	Pierre pilotera donc la seconde {Williams-Renault.M.N} dans le Championnat du monde.
1910	1	0.50	1.51	N'est-il pas de l'intérêt de chacun de se préoccuper du devenir des pays et continents d'à côté ? a répondu Jean , qui en sera, avant de dire qu'à ses yeux, les échanges culturels, économiques ou sociaux peuvent être des armes de progrès pour les démocrates.
2684	1	0.50	0.53	Mais la stabilisation des émissions de CO2 au niveau de 1990 au début du XXIe siècle serait déjà un premier engagement clair à obtenir, ajoute toutefois Max .
3575	1	0.50	1.35	En revanche, elle le fut, et jusqu'au bout, entre Elise et Marie , puisque le globe de cristal changea sans cesse de mains jusqu'à l'arrivée du dernier slalom.
3618	1	0.50	0.71	Tom aurait même précisé que c'est alors qu'il fit la connaissance de Jean et de Luc .
4672	1	0.50	0.71	Jean sera tête de liste pour la Chambre.
4740	1	0.50	1.51	"Pierre , mieux connu sous le nom de Tom , un des chefs de bande de la mafia russe de Brooklyn, ou plus exactement de Brighton Beach, grand rival de Luc , le "" parrain "" russe réfugié en Belgique et récemment arrêté aux États-Unis, a été à son tour arrêté, mercredi matin, dans une petite loalité de la côte Adriatique italienne, Fano, près d'Ancône."
5085	1	0.50	0.71	Pierre , qui dirige le Parti social-démocrate allemand (SPD), a été élu à la tête du PSE - qui regroupe les partis socialistes et sociaux-démocrates de l'Union européenne - en remplacement de Tom . (AFP.)
6576	1	0.50	1.65	"Les Bradley avaient dès lors reporté leur amour parental sur ce que Carolyn avait de plus cher au monde et ""Milton"" avait été chouchouté jusqu'à ce que Max entre en scène et rende hommage à sa manière à la jeune fille disparue."
7129	1	0.50	1.43	Il est temps de sortir Marc de l'ombre où il s'est complu toute sa vie
7395	1	0.50	0.71	Jean a refait le monde à la table de Max.
7934	1	0.50	0.71	Professionnel, auprès de Luc , depuis 1987, le citoyen de Maastricht a toujours connu Pierre comme équipier.
9190	1	0.50	1.08	Au 60 m féminin, la scolaire Marie (7.597) précéda Paula (7.599) de deux millièmes en établissant un nouveau record national scolaire et au 60 m haies, Jean (8.006) conserva 4 millièmes d'avance sur Pierre (8.010), lequel échoua de plus à un centième du record national junior de Tom .
9258	1	0.50	0.71	Nous avions rencontré Elise à l'époque du tournage du film, à Liège, dans une cave obscure transformée en café praguois.
9679	1	0.50	0.53	Luc a approuvé cette solution, mardi.
9959	1	0.50	0.71	Il faudra augmenter la rentabilité du domaine, a précisé Tom qui signale qu'aucun licenciement de personnel n'était à l'ordre du jour.
11032	1	0.50	0.71	Outre l'arrivée au maïorat de Bruxelles, Liège et Louvain, de Pierre , Tom et Marc , on relèvera celle de Jean à Viroinval, de Max à Seneffe et de Luc à Manhay.
85	1	0.60	0.70	On y verra ses costumes, les affiches de ses films, ses lettres à Jean et à Pierre , son bureau, son piano.
2290	1	0.60	1.17	"Au moment où le marquoir avait encore 17 secondes à égrener (79-78), la dernière possession de balle était mosane, et tout indiquait que les hommes de Luc allaient chercher à jouer "" inside "" afin d'assurer le coup, ou au pire, d'obtenir deux lancers francs synonymes de victoire."
2889	1	0.60	1.43	Pierre , en charge de la gestion du palais des Congrès, a annoncé, lundi, sa décision d'y interdire la tenue d'un meeting du Vlaams Blok, programmé pour ce mardi soir, et du congrès national du parti organisé le 30 avril.
3505	1	0.60	1.07	Aux dires de Tom , le coach bruxellois, la déception pepine a été mieux évacuée par ses joueurs que prévu.
3530	1	0.60	0.97	Ainsi, les amateurs d'autographes s'agglutinaient autour de Marc , de Max , mais aussi de Elise , de Paula ou de...
4308	1	0.60	0.84	Redécouvert par les cinéastes de la Nouvelle Vague, Tom a personnifié le créateur en proie aux contraintes (politiques, financières).
4941	1	0.60	0.52	Le lancement de la campagne se déroulera fin du mois et sera parrainé, c'est certain, par Pierre et, peut-être par Marc et Luc .
5049	1	0.60	0.97	En 1994, par hasard, Jean , qui travaille dans une firme de construction, se retrouve face à Luc .
5801	1	0.60	0.70	À la Région wallonne, on se montre toutefois rassurant: tout sera mis en oeuvre, dit-on au cabinet de Max , pour que l'exécutif adopte l'arrêté d'intervention dans les délais.
6700	1	0.60	1.26	Favori aux yeux du jury et du Bureau du Conseil régional, le projet de Max suscite et suscitera encore énormément de réactions à Namur.
6732	1	0.60	1.35	À travers Marie , qui trouve ici l'un de ses plus beaux rôles, il exorcise toutes ses peurs et ses angoisses destructrices.
6793	1	0.60	1.26	Jean coule sereinement son gouvernement, avec la bénédiction sereine du Palais et des présidents de la majorité.
7528	1	0.60	0.84	Soit on fusionne avec Seraing si les pourparlers que j'ai depuis longtemps engagés avec Luc venaient miraculeusement à aboutir.
8204	1	0.60	0.70	Quelques jours plus tard, le même Jean recevait enfin Tom à Amman...
8345	1	0.60	0.97	Il avait, en effet, attendu 2 ans et son réengagement in extremis par Pierre pour montrer qu'il avait, effectivement, quelque chose dans le ventre.
10278	1	0.60	0.84	Tom félicite même le nouveau bourgmestre... avant d'annoncer qu'il est en possession de documents qui, dans quelques jours, dit-il, créeront la surprise dans les rangs francophones.
10307	1	0.60	0.70	Le meilleur concurrent anglais a été Jean , petit-fils du célèbre Premier ministre.
248	1	0.70	0.48	Les arguments avancés par Marc ont, en revanche, convaincu le bourgmestre faisant fonction Max qui a procédé en séance publique à une rapide relecture du projet et a proposé d'en supprimer les éléments jugés litigieux par le porte-parole du PRL.
526	1	0.70	0.48	Avec 15.15 % des suffrages, Max pouvait se vanter d'avoir remporté une belle victoire, même s'il n'accède pas au deuxième tour comme il l'avait parfois rêvé pour mieux mobiliser ses électeurs.
1645	1	0.70	1.16	Celle affichée par Pierre quelques minutes après un double succès qui rappelait étrangement celui conquis l'année dernière sur ce même circuit de Valkenswaard n'était pas feinte.
2833	1	0.70	1.64	Alors qu'on avait craint le pire, à Arlon, Marie ne devra finalement pas être opérée du genou gauche, qui s'était littéralement dérobé sous elle lors de son premier combat, dimanche dernier.
2967	1	0.70	0.67	Deux minutes plus tard, Luc remit les équipes à égalité en convertissant un stroke (1-1).
3086	1	0.70	0.67	Quant à Luc (Mitsubishi Lancer), il était déjà autoritaire leader en groupe N, et 4e au classement général, ex aequo avec Pierre , à 41 secondes du leader.
3096	1	0.70	0.67	Jean apparemment sur le chemin de la retraite - à la fin de cette saison ? -, se présente actuellement comme le premier des Suédois.
3120	1	0.70	1.06	Max a exprimé ce message à l'occasion de la pose de la première pierre du North Star.
3786	1	0.70	0.67	"Venait ensuite le programme prévu à l'origine, qui nous a offert d'abord le deuxième quatuor de Max , "" Eight summer dreams "", dont on a pu entendre la première exécution en Belgique, après que l'oeuvre avait été créée à Luxembourg en février dernier."
4586	1	0.70	0.48	Tom , pour sa part, participera, comme prévu, à la finale de la longueur après ses 7.84 m.
4908	1	0.70	0.67	Tom et Pierre , en tout cas, espèrent avoir fait le bon choix.
6066	1	0.70	1.06	"Chez les ""défendeurs"", dans la Coupe Citizen, ""Stars and Stripes"", barré par Pierre , a battu ""Young America"" avec une avance d'1 mn 33 sec."
6186	1	0.70	0.95	Luc souligne que l'urbanisation de la gare de l'Ouest établirait une liaison entre la partie ancienne (sinistrée socialement et urbanistiquement) de la commune et la nouvelle (plus résidentielle et plus riche).
6616	1	0.70	1.16	Aujourd'hui, sous l'impulsion de son sénateur-bourgmestre Luc , qui l'a de surcroît affublée d'une réputation industrielle en béton grâce à ses quatre parcs industriels, la ville s'apprête à franchir le cap des 30.000 habitants.
7253	1	0.70	1.06	On n'a plus revu Luc , acquitté vendredi: on dit qu'il a réendossé l'uniforme et qu'il s'est présenté dès hier à la gendarmerie.
7305	1	0.70	0.95	Max effectue son retour à la compétition cette semaine , au tournoi de Paris , qui se dispute au Pierre de Coubertin.
8296	1	0.70	0.67	Luc doit diriger les spectacles du Trittico de Puccini dont la première aura lieu ce vendredi.
8592	1	0.70	0.82	Après un but sur p.c. de Luc suivi de deux nouveaux buts dilbeekois, Marc remettait une nouvelle fois les deux équipes à égalité.
9780	1	0.70	0.67	Max pourrait déjà présenter son équipe aujourd'hui ou, au plus tard, demain.
9808	1	0.70	0.82	Et ces mêmes sources d'insister sur le fait que Max reste prêtre et évêque, et qu'il peut célébrer tous les sacrements.
10567	1	0.70	1.70	Ne supportant, finalement, que la compagnie de son équipier Pierre et de l'étonnant Marc , Tom donnait une réelle impression d'aisance sur des chemins de plus en plus boueux dont il évitait les pièges avec la lucidité que n'avaient plus ses rivaux.
10715	1	0.70	1.06	"Pour Madonna, guest star finale de sa sacro-sainte procession, Marc l'a ""virginalement"" ressuscité sous la forme d'une feuille de vigne."
10992	1	0.70	0.67	C'est une rencontre avec un autre homme, Marc , qui sera le détonateur de sa carrière politique.
440	1	0.80	1.14	Tom ne finit peut-être pas ses courses, mais il demeure un excellent pronostiqueur!
805	1	0.80	0.79	Même Edith , dit-on, se prête au jeu cette semaine.
963	1	0.80	0.92	Paula estime qu'en soins de santé, la conférence interministérielle permet de recomposer une politique de santé publique, levant les blocages issus des transferts de compétences.
1483	1	0.80	1.14	"Marc , secrétaire d'Etat à la chancellerie, homme de confiance de Jean pour toutes les missions délicates, est surnommé ""008"" par la presse allemande."
2902	1	0.80	0.63	Mais c'est Max qui lance le mouvement dès ce mardi à l'Atelier Sainte-Anne dans le cadre du Printemps Danse du Botanique.
3164	1	0.80	0.63	Dans une convention passée avec la Région, Jean devait utiliser le Jazz Rally pour la promotion de Bruxelles à l'étranger.
6824	1	0.80	1.03	Jean a eu une excellente idée en agissant de la sorte, raconte celui qui croit se souvenir avoir participé vingt-deux ou vingt-trois fois aux Boucles et qui les a remportées pour la première fois en 1983, avec son pote Tom , et, 10 ans plus tard, avec Pierre .
7062	1	0.80	0.79	Quoi qu'il en soit, vous l'aurez deviné: la société de marketing SED, de Jean , et la nouvelle ASBL Jazz Rally ont pactisé.
7770	1	0.80	0.63	"Quoi que l'on ait pu en dire, notre compétitivité me semble désormais bonne, a déclaré Luc qui faisait ""le point"" mardi sur divers dossiers liés à son mandat."
8088	1	0.80	1.14	Le premier film de Jean annonçait déjà les suivants: coups de foudre, coups de coeur et chansonnettes.
8665	1	0.80	1.03	Dans ce cas, Jean - qui, à 56 ans, n'ambitionnait pas d'être président, ayant fixé la date de son retrait de la politique nationale à 60 ans - envisagerait de rempiler pour un second mandat.
8984	1	0.80	0.79	"Un sentiment partagé par les quatre élus ""verts"": nous sommes prêts à tenter l'expérience d'une autre pratique des rapports entre une majorité ouverte et une opposition constructive, a offert Jean même si, rappelle-t-il, Écolo reste bel et bien dans l'opposition."
10826	1	0.80	1.14	Même si Marc est à son tour indisponible pour de longs mois, avec Tom et Luc , Max retrouvera sous peu (et si tout va bien...) les deux éléments les plus capés de sa sélection.
11028	1	0.80	0.79	Tom , bras droit de Jean , secrétaire général-adjoint du PS, se coulera lui aussi dans un costume de bourgmestre à partir du 6 janvier.
174	1	0.90	0.88	Celui-ci devrait se dissiper dans les dix jours qui viennent, mais pour l'instant, Pierre concède du bout des lèvres que Jean restera une saison de plus au pied de la Butte, que la piste de Tom est sérieuse, que Marc correspond effectivement au style d'ailier étranger qu'il affectionne et que Max est le bienvenu.
375	1	0.90	1.10	Max reste le favori du second tour arithmétiquement, reconnaît Tom .
983	1	0.90	0.74	Aux dernières nouvelles, celui de Marc sera honoré par la direction anversoise.
1094	1	0.90	1.29	Lea est pour sa part restée à 42 centièmes de seconde de son record de Rome, avec un chrono d'1.10.83, avant de remporter également le 200 mètres 4 nages dans le bon temps de 2.19.02.
1206	1	0.90	1.20	Max se fait alors source d'inspiration pour nos instituteurs qui suggèrent de faire dessiner par leurs élèves un Luc en Oncle Picsou.
2542	1	0.90	0.32	Tom , pour sa part, ne se montrait pas moins optimiste sur la fiabilité de sa Husaberg d'usine.
3949	1	0.90	0.88	Parmi eux, Luc et Marie seront nos deux représentants finalistes probables. (Ch.
4191	1	0.90	0.74	Le conseil d'État vient de lever le dernier doute qui pesait sur l'élection au conseil communal de Marie .
4647	1	0.90	1.10	"Dans le processus de paix en Irlande du Nord, les symboles jouent un rôle majeur et, de source américaine, on reconnaît qu'au cours de la réception à la Maison-Blanche, Luc va "" vraisemblablement "" serrer la main de Jean ."
5317	1	0.90	0.74	Plutôt téméraire, Pierre entend, en une demi-heure, liquider quelques-unes des questions qui hantent les physiciens depuis les origines.
5844	1	0.90	0.99	"Marc a pour sa part réalisé sa meilleure performance en descente, et cela lui a permis de se hisser à la 5e place du classement provisoire de la Coupe du monde, mais à 517 points de Max qu'il ne menacera donc vraisemblablement pas malgré les trois descentes et les trois super-G qui restent à son programme et qui coïncident avec autant de jours de repos pour ""la bomba""."
7023	1	0.90	0.88	"Si vous voulez retrouver l'atmosphère de ce superbe concert dirigé par Pierre , ne ratez sous aucun prétexte ce coffret de deux CD, publié chez Cyprès, qui propose six oeuvres importantes de grands ""classiques"" de notre siècle."
7172	1	0.90	0.99	Vedette du spectacle présenté en décembre dernier, Luc pourrait, dit-on, prolonger son séjour...
7288	1	0.90	1.10	Lea , qui s'était imposée ici même il y a cinq ans déjà, a, pour sa part, poursuivi son opération redressement.
7339	1	0.90	0.99	"Le mensuel ""Esquire"" affirme notamment que Marie eut une influence déterminante sur la carrière de Pierre , qui, quatre ans plus tôt, avait abandonné ses études afin d'aider son père."
7420	1	0.90	0.74	Chacun connaît en plus les relations amicales que Jean entretient avec l'Eendracht.
7804	1	0.90	1.29	Soudain, un haut-parleur gueule le thème de Jean , composé par Pierre , popopopom-tetete, et l'acteur Tom fait son apparition dans le costume trois-pièces typique de l'agent secret.
8231	1	0.90	1.37	Jean , dans la novlangue si grave et si rigolote qui fait de ce timide une véritable bête de scène, a donc affronté seul l'auditoire bourré comme une tribune de corrida.
10706	1	0.90	1.20	Tom s'est laissé aller à un petit film dont la seule prétention était de divertir.
1098	1	1.00	1.15	"Jeudi sur le coup de 22 h 30, Jean , le ""sollicitor"" de Williams, s'est évidemment empressé d'annoncer la bonne nouvelle au patron de l'écurie britannique, mais aussi à Pierre , lequel a immédiatement prévenu Tom qui s'est dit rassuré par ce ""reclassement"", lui qui commençait à trouver pesant l'acharnement dont il était l'objet depuis plusieurs mois."
1328	1	1.00	1.05	Toujours en veine d'originalité quand il s'agit de composer une équipe de football, Marc avait une nouvelle fois étonné le public, hier soir, au moment de présenter les 11 Anderlechtois invités à rencontrer Lommel.
1800	1	1.00	0.67	Affichant parfois un certain dilettantisme lorsqu'elles affrontent des équipes moins fortes sur papier, Marie et ses partenaires sauront, on le devine, trouver la motivation nécessaire au moment de fouler l'astro rasantais.
1925	1	1.00	0.67	Boisvilliers est parrainé par la petite-nièce de Max soi-même, avec laquelle il vivra une courte histoire d'amour.
2019	1	1.00	0.94	Max et moi-même nous retrouverons à Moscou le 9 mai, pour rendre hommage à l'héroïsme du peuple russe, rappela Luc .
2139	1	1.00	0.94	En fait, le fameux chimiste était devenu tellement célèbre que plus personne n'avait rien à lui refuser, sauf Max fils.
2961	1	1.00	1.25	Dominant outrageusement les monts qui pululent dans la région de Renaix, à commencer par le célèbre Vieux Quaremont dans lequel il porta une attaque d'envergure, Jean a ainsi prouvé à tout qui voulait prendre la peine de regarder combien sa forme approchait maintenant de sa plénitude.
3290	1	1.00	1.05	"Et quand Marc se voit pris dans la tourmente des ""affaires"", il reçoit la sympathie de l'ex-patron des patrons belges."
5810	1	1.00	0.67	"Max pourra donc siéger aussi au ""parlement"" bruxellois (vers lequel, concède-t-il, son coeur balance)."
6376	1	1.00	0.67	Le spectateur imprime le mythe de la jeunesse sur le visage de Pierre .
6774	1	1.00	0.82	Mais, finalement, le seul événement du congrès sera, outre le discours désormais très attendu de Max , la rentrée de Pierre .
7267	1	1.00	0.67	Face à la meilleure attaque du championnat, nous avons fait parler notre rigueur défensive et notre jeu collectif, concluait Pierre en fin de partie.
7633	1	1.00	1.15	Comme on le lira par ailleurs, le bureau du Conseil régional wallon a pris, mercredi, une option unanime sur le projet de Marc pour le futur Parlement.
8044	1	1.00	0.82	Du coup, c'est Tom qui, ce week-end, pourrait s'en emparer, lui qui s'est déjà imposé en 1993 et 1994.
8181	1	1.00	0.94	"Cette oeuvre, ""Le Sablier du Phénix"", écrite en hommage à Marc et dédiée au chef d'orchestre et mécène suisse Pierre , sera dirigée par Tom , à la tête de l'Orchestre royal de chambre de Wallonie et de l'Helix Ensemble et avec la présence de Marc lui-même comme récitant."
41	1	1.10	0.99	"Notons que la tâche de tous ces Max en puissance s'en verra facilitée par les dix itinéraires (il y en a autant que de communes réceptives à cette promotion) balisés par "" Pro Vélo ""."
219	1	1.10	0.88	"Quelques semaines après le centenaire de sa naissance, voici, en trois forts volumes au format "" semi-poche "" et à un prix très raisonnable pour la quantité de textes proposée, des "" Oeuvres complètes "" dont le premier projet, il y a trente ans, avait donné à Luc l'occasion d'écrire un bref avant-propos repris ici dans le premier volume."
756	1	1.10	0.74	La nouvelle n'a pas encore été officialisée mais au terme d'une longue discussion, hier après-midi, Tom a accepté de livrer la saison prochaine sa 7e campagne à la tête de l'Excelsior.
812	1	1.10	0.99	Alors qu'il prend, dans la campagne électorale de cette année-ci, ses distances avec l'héritage mitterrandien, au grand dam des fidèles, Tom est aujourd'hui en tête.
3244	1	1.10	0.74	Après avoir gommé son échec spadois à la faveur de sa 2e place au RTS et de sa victoire à Hannut, le pilote de la Lancia Integrale de chez Devos ambitionne de prendre la tête du championnat où il apparaît actuellement en 3e position, à 10 points de Jean et une petite unité derrière Marc .
3281	1	1.10	0.99	Après avoir classé à tour de bras les vieilles pierres millésimées, Jean s'éprend d'architecture contemporaine...
3803	1	1.10	0.99	Luc parle d'ouvrir de nouvelles pistes, voire de nouveaux chemins.
4293	1	1.10	0.99	Pierre et Jean ont terminé sur la deuxième marche du podium et Max se classait troisième.
5264	1	1.10	0.99	"Nous irons à Brasschaat pour prendre les deux points !, clame Marc , le coach du "" White ""."
6180	1	1.10	0.88	Luc a été recruté pour cela, et il recevra l'aide d'honnêtes coureurs comme Pierre , Max et Marc , ou d'anciens champions comme Jean , Tom et Guy .
6582	1	1.10	0.57	Luc , si souvent décrié, à juste titre, a fait la démonstration qu'il pouvait lui aussi, quand il le souhaitait, apporter sa pierre à la propagande du sport-roi.
7058	1	1.10	0.99	Pierre bénéficie d'une enveloppe régionale de 8 millions par an:
7976	1	1.10	0.99	Ainsi, Lea garde-t-elle les beaux-arts (la responsabilité sur les musées locaux comme la maison d'Érasme ou la Maison des artistes), tandis que Tom hérite notamment du centre intellectuel (la bibliothèque) et du centre culturel.
8363	1	1.10	1.20	Tom a ainsi été surpris de l'accueil qui lui a été réservé en Pologne et en Tchéquie:
8600	1	1.10	0.88	Parmi les résultats les plus surprenants, notons, du côté masculin, outre la victoire de Tom , celle de Max , qui a battu le jeune Luc , sélectionné pour le tournoi de Paris en moins de 86 kg...
8814	1	1.10	1.10	Enfin, enfourchant un cheval de bataille cher à Marc , l'éditeur marcinellois s'est lancé avec fougue dans la création audio-visuelle.
9113	1	1.10	0.88	Incorrigible, Luc : au moment où son mandat s'achève à la tête de la Forpronu en Bosnie-Herzégovine, l'officier britannique, fidèle à son image, affiche la sérénité du devoir accompli.
9248	1	1.10	1.10	Et d'ajouter qu'il s'est toujours senti sur la même longueur d'ondes que Luc qui était devenu davantage un ami qu'un supérieur hiérarchique, à dire vrai.
9501	1	1.10	0.99	Une vocation que Jean voudrait bien sûr voir se prolonger.
10095	1	1.10	0.74	Luc a refusé de citer le moindre nom, mais l'autoroute qui s'ouvre devant Pierre , déjà très dégagée depuis les communales, est désormais une voie royale.
461	1	1.20	1.48	Outre les victoires d'étapes de Tom à l'Étoile de Bessèges et à Paris-Nice, le groupe belge s'est, en effet, adjugé successivement le GP de Cholet avec Max , le GP de Rennes avec Luc et Paris-Camembert avec Jean ...
684	1	1.20	1.03	Jean a battu la campagne pendant plusieurs semaines aux fins d'informer et de s'informer sur cette question.
691	1	1.20	0.63	Max promet de faire en sorte que la société carolo puisse prochainement acquérir le site.
951	1	1.20	1.23	Pierre admet que la rupture entre le congé de Carnaval et le mardi gras est... un point important pour les amoureux du folklore.
2065	1	1.20	1.14	Mon père ne s'est jamais gêné pour m'offrir une vidéo de Luc que j'aime beaucoup.
2990	1	1.20	0.92	A la réflexion, je ne remercierai jamais assez Jean de m'avoir laissé à la maison plutôt que de m'embarquer pour les États-Unis en qualité de troisième gardien.
3051	1	1.20	1.03	Et j'ai beaucoup aimé l'idée de Tom de lancer un emprunt wallon.
5028	1	1.20	1.03	Le joli minois de Tom est omniprésent sur les Champs-Élysées, comme partout à Paris.
6628	1	1.20	0.92	"Max aura plus de chance avec son projet de décret sur la ""promotion de l'école de la réussite""."
7722	1	1.20	0.63	Cette supériorité mérite d'être valorisée, commente Marc .
